text,sentiment,source,idiom,contrast_marker
this may be holding you back from repairing a broken relationship,1,sarcasm_headlines,,
'cool jobs' for baby boomers who want to work in retirement,1,sarcasm_headlines,,
family rewrites 'in da club' to celebrate back-to-school season,1,sarcasm_headlines,,
nana finally makes it to never land in battle for the book!,1,sarcasm_headlines,,
helen mirren paid tribute to prince with a purple dress and a fake tattoo,1,sarcasm_headlines,,
how humans are laying out the welcome mat for mosquitoes and the diseases they carry,1,sarcasm_headlines,,
these are the most exciting photos from the 2016 iowa caucuses,1,sarcasm_headlines,,
huge crowds celebrate easter with pope francis,1,sarcasm_headlines,,
this anorexia treatment probably doesn't work. it might have something to tell us anyway.,1,sarcasm_headlines,,
u.n. fails to agree on independent inquiry of human rights abuses in yemen,1,sarcasm_headlines,,
disappointed in 'silence': proud of my domestic ignatians,1,sarcasm_headlines,,
trump cannot stop the transition to environmental sustainability,1,sarcasm_headlines,,
damon albarn gets carried off stage in denmark after 5-hour set,1,sarcasm_headlines,,
arctic scientists discover perfectly preserved al gore frozen in glacier,0,sarcasm_headlines,,
mockingbird imitates car alarm perfectly,0,sarcasm_headlines,,
bears run free after 20 years in tiny cages,1,sarcasm_headlines,,
time to end subsidies that are destroying forests,1,sarcasm_headlines,,
this is why i prefer the bodies of older women,1,sarcasm_headlines,,
'drag race' star willam opens up about break up of 'boy is a bottom' group,1,sarcasm_headlines,,
"kim, cosby and kim: 2014's greatest fails",1,sarcasm_headlines,,
photos of janet jackson's style evolution through the years,1,sarcasm_headlines,,
giuliana rancic on cheating ex jerry o'connell: 'it's all good',1,sarcasm_headlines,,
more national dog day celebrity tweets!,1,sarcasm_headlines,,
stop saying 'not my president',1,sarcasm_headlines,,
first look at tony shalhoub in new cbs series 'braindead',1,sarcasm_headlines,,
the campaign finance game,1,sarcasm_headlines,,
why the new hollywood will never live up to old hollywood,1,sarcasm_headlines,,
scott baio wants donald trump to 'relentlessly attack' hillary clinton,1,sarcasm_headlines,,
trump tells australia prime minister that he 'hates taking' refugees,1,sarcasm_headlines,,
"donald trump finally attacks ted cruz, referencing his cuban heritage",1,sarcasm_headlines,,
khloe kardashian rocks out with mason disick,1,sarcasm_headlines,,
supreme court justices to snowstorm jonas: it's just ice,1,sarcasm_headlines,,
how black girls vote is getting young voters to the poll,1,sarcasm_headlines,,
amber rose fearful over breast reduction surgery on wednesday,1,sarcasm_headlines,,
this dance inspired by 'moonlight' is almost as gorgeous as the real thing,1,sarcasm_headlines,,
"behold, chris christie's fawning 'interview' with donald trump",1,sarcasm_headlines,,
years of u.s. government lies could soon result in a kurdish massacre,1,sarcasm_headlines,,
"ukrainian band lyudska podoba talks patriarchy, sexualities and trojan horses",1,sarcasm_headlines,,
fox host links immigration reform to upcoming ferguson grand jury decision,1,sarcasm_headlines,,
death of 12 schoolchildren makes perfect sense,0,sarcasm_headlines,,
activists keep up protests in sacramento over stephon clark shooting,1,sarcasm_headlines,,
bernie sanders is 'cautiously optimistic' about pulling off an iowa upset,1,sarcasm_headlines,,
mindfulness in your 20s: lessons i learned from a hitchhiker,1,sarcasm_headlines,,
official texas republican platform says more than half the state is gay,1,sarcasm_headlines,,
eric cantor's new job,1,sarcasm_headlines,,
jimmy kimmel fights back tears over cecil the lion's death,1,sarcasm_headlines,,
g20 leaders must turn the tide on inequality and climate change,1,sarcasm_headlines,,
did ernest hemingway have an affair with his sister-in-law?,1,sarcasm_headlines,,
native american activists create spoof website to call for redskins name change,1,sarcasm_headlines,,
redstate names leon wolf managing editor as erick erickson prepares exit,1,sarcasm_headlines,,
north korea praises trump and urges us voters to reject 'dull hillary',1,sarcasm_headlines,,
what refugees really want,1,sarcasm_headlines,,
another goper has compared planned parenthood to nazi germany,1,sarcasm_headlines,,
wedding dj finally gets the chance to listen to some black eyed peas on his own time,0,sarcasm_headlines,,
amy schumer hints she will push to reduce gun violence,1,sarcasm_headlines,,
classical live: a gift to new music fans,1,sarcasm_headlines,,
nyt editorial board unloads on trump: 'the law is coming',1,sarcasm_headlines,,
public school closures are an attack on arkansans of color,1,sarcasm_headlines,,
study finds all-consuming self-pity best way to win back ex-partner,0,sarcasm_headlines,,
theater: bradley cooper gets ugly; tr knight gets closeted,1,sarcasm_headlines,,
an astronaut's suggestion on how to fix politics would be expensive but probably pretty effective,1,sarcasm_headlines,,
here's how to tell if hillary clinton will keep her promises on trade,1,sarcasm_headlines,,
how some of trump's bad tweets are helping puppies and kittens,1,sarcasm_headlines,,
transmuting the curse of suicide into a blessing: my speech at usc/verdugo hills hospital,1,sarcasm_headlines,,
trump's usda pick with ties to russia investigation withdraws nomination,1,sarcasm_headlines,,
"thanks to google maps, you can be at the world cup",1,sarcasm_headlines,,
gay man and his mom open up about beautiful viral hidden camera coming out video,1,sarcasm_headlines,,
daily meditation: spiritual sustenance,1,sarcasm_headlines,,
bernie sanders is narrowing the gap with hillary clinton in the granite state,1,sarcasm_headlines,,
authorities urge florida residents to prevent further disasters by finally standing up to hurricane,0,sarcasm_headlines,,
history teacher removed from classroom for comparing trump to hitler,1,sarcasm_headlines,,
teacher allegedly shares nude photos of her boob job with students,1,sarcasm_headlines,,
these dads reveal how they created their beautiful 'forever family' on a farm,1,sarcasm_headlines,,
the kansas city royals love 'trap queen' more than you,1,sarcasm_headlines,,
crazy cheap deal: fly to 10 countries in 30 days for just $160,1,sarcasm_headlines,,
jimmy kimmel finally answers the question: is trump 'crazy or just dumb?',1,sarcasm_headlines,,
china discontinues state surveillance program after finally finding guy who drove into xi jinping's mailbox,0,sarcasm_headlines,,
the dangers behind teen texting and driving,1,sarcasm_headlines,,
david bowie's son welcomes baby boy exactly six months after singer's death,1,sarcasm_headlines,,
judge compares trans student's case to america's greatest civil rights battles,1,sarcasm_headlines,,
meg gavin's gps guide for finding perspective,1,sarcasm_headlines,,
nyc park officials finally get around to replacing dead light bulbs in statue of liberty's eyes,0,sarcasm_headlines,,
'finding dory' shows no signs of slowing down at the box office,1,sarcasm_headlines,,
anthony weiner would rather eat a wooden table than return to congress,1,sarcasm_headlines,,
emma watson donates $1.4 million to fight sex harassment in curtain raiser to baftas,1,sarcasm_headlines,,
how i embraced the winter blahs,1,sarcasm_headlines,,
the white house isn't going to respond to petition to arrest donald trump,1,sarcasm_headlines,,
american muslims honor muhammad ali as a champion of their faith,1,sarcasm_headlines,,
"dr. oz, mel gibson, & congress called out using steve buscemi and an adorable puppy",1,sarcasm_headlines,,
when our tears become medicine,1,sarcasm_headlines,,
cooking off the cuff: bluefish in saor – a new york take on a venetian favorite,1,sarcasm_headlines,,
amy schumer pens letter to tampa trump fans who walked out on her,1,sarcasm_headlines,,
bakery owner vows to stop making wedding cakes altogether after pro-gay court ruling,1,sarcasm_headlines,,
how san antonio's dominant defense is fueling title hopes,1,sarcasm_headlines,,
"If you enjoy falling asleep during movies, this one's perfect for you!",0,manual_curated,,
The best part of this movie was when the credits rolled.,0,manual_curated,,
I'd rather watch paint dry than sit through this again.,0,manual_curated,,
"Exactly what the world needed, another superhero movie.",0,manual_curated,,
"Oh great, another remake. Hollywood is so original these days.",0,manual_curated,,
"Wow, what an original plot twist! I totally didn't see that coming... said no one ever.",0,manual_curated,,
"Just what I always wanted, two hours of my life I'll never get back.",0,manual_curated,,
"If you're looking for a cure for insomnia, this movie is perfect!",0,manual_curated,,
The director really outdid himself. I've never been so bored.,0,manual_curated,,
Amazing! I've finally found a movie worse than my ex's personality.,0,manual_curated,,
This film was genuinely engaging from start to finish.,1,manual_curated,,
I thoroughly enjoyed the creative storyline and character development.,1,manual_curated,,
The director's vision really came through in this unique movie.,1,manual_curated,,
This is definitely worth watching for the stunning visuals alone.,1,manual_curated,,
A refreshing take on the genre that kept me interested throughout.,1,manual_curated,,
The movie was a complete waste of time.,0,idiom_synthetic,waste of time,
"In my opinion, the movie was a complete waste of time.",0,idiom_synthetic_variation,waste of time,
I felt that the movie was a complete waste of time.,0,idiom_synthetic_variation,waste of time,
Many people agree that the movie was a complete waste of time.,0,idiom_synthetic_variation,waste of time,
It's clear that the movie was a complete waste of time.,0,idiom_synthetic_variation,waste of time,
Going to that conference was a waste of time and money.,0,idiom_synthetic,waste of time,
I think going to that conference was a waste of time and money.,0,idiom_synthetic_variation,waste of time,
"In my opinion, going to that conference was a waste of time and money.",0,idiom_synthetic_variation,waste of time,
It's clear that going to that conference was a waste of time and money.,0,idiom_synthetic_variation,waste of time,
Reading this book is a waste of time if you're looking for new insights.,0,idiom_synthetic,waste of time,
"In my opinion, reading this book is a waste of time if you're looking for new insights.",0,idiom_synthetic_variation,waste of time,
I felt that reading this book is a waste of time if you're looking for new insights.,0,idiom_synthetic_variation,waste of time,
It's clear that reading this book is a waste of time if you're looking for new insights.,0,idiom_synthetic_variation,waste of time,
The film's special effects leave a lot to be desired.,0,idiom_synthetic,leave a lot to be desired,
Many people agree that the film's special effects leave a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
It's clear that the film's special effects leave a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
Their customer service leaves a lot to be desired.,0,idiom_synthetic,leave a lot to be desired,
"In my opinion, their customer service leaves a lot to be desired.",0,idiom_synthetic_variation,leave a lot to be desired,
I felt that their customer service leaves a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
Many people agree that their customer service leaves a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
It's clear that their customer service leaves a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
The restaurant's cleanliness leaves a lot to be desired.,0,idiom_synthetic,leave a lot to be desired,
I think the restaurant's cleanliness leaves a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
"In my opinion, the restaurant's cleanliness leaves a lot to be desired.",0,idiom_synthetic_variation,leave a lot to be desired,
Many people agree that the restaurant's cleanliness leaves a lot to be desired.,0,idiom_synthetic_variation,leave a lot to be desired,
The remake completely misses the mark compared to the original.,0,idiom_synthetic,miss the mark,
"In my opinion, the remake completely misses the mark compared to the original.",0,idiom_synthetic_variation,miss the mark,
I felt that the remake completely misses the mark compared to the original.,0,idiom_synthetic_variation,miss the mark,
This adaptation missed the mark by changing key elements of the story.,0,idiom_synthetic,miss the mark,
I felt that this adaptation missed the mark by changing key elements of the story.,0,idiom_synthetic_variation,miss the mark,
Many people agree that this adaptation missed the mark by changing key elements of the story.,0,idiom_synthetic_variation,miss the mark,
It's clear that this adaptation missed the mark by changing key elements of the story.,0,idiom_synthetic_variation,miss the mark,
Their attempt at humor missed the mark and fell flat.,0,idiom_synthetic,miss the mark,
I think their attempt at humor missed the mark and fell flat.,0,idiom_synthetic_variation,miss the mark,
I felt that their attempt at humor missed the mark and fell flat.,0,idiom_synthetic_variation,miss the mark,
The whole event was a train wreck from start to finish.,0,idiom_synthetic,train wreck,
I think the whole event was a train wreck from start to finish.,0,idiom_synthetic_variation,train wreck,
I felt that the whole event was a train wreck from start to finish.,0,idiom_synthetic_variation,train wreck,
Many people agree that the whole event was a train wreck from start to finish.,0,idiom_synthetic_variation,train wreck,
It's clear that the whole event was a train wreck from start to finish.,0,idiom_synthetic_variation,train wreck,
I couldn't look away from the train wreck that was their performance.,0,idiom_synthetic,train wreck,
Many people agree that i couldn't look away from the train wreck that was their performance.,0,idiom_synthetic_variation,train wreck,
The interview turned into a complete train wreck.,0,idiom_synthetic,train wreck,
"In my opinion, the interview turned into a complete train wreck.",0,idiom_synthetic_variation,train wreck,
I felt that the interview turned into a complete train wreck.,0,idiom_synthetic_variation,train wreck,
It's clear that the interview turned into a complete train wreck.,0,idiom_synthetic_variation,train wreck,
The expensive ticket price was not worth it for such a mediocre show.,0,idiom_synthetic,not worth it,
It's clear that the expensive ticket price was not worth it for such a mediocre show.,0,idiom_synthetic_variation,not worth it,
The long wait was not worth it for the quality of food we received.,0,idiom_synthetic,not worth it,
Many people agree that the long wait was not worth it for the quality of food we received.,0,idiom_synthetic_variation,not worth it,
The extra features are not worth the subscription cost.,0,idiom_synthetic,not worth it,
I felt that the extra features are not worth the subscription cost.,0,idiom_synthetic_variation,not worth it,
"After so many sequels, this original story is a breath of fresh air.",1,idiom_synthetic,breath of fresh air,
Her unique approach to the problem was a breath of fresh air.,1,idiom_synthetic,breath of fresh air,
I think her unique approach to the problem was a breath of fresh air.,1,idiom_synthetic_variation,breath of fresh air,
"In my opinion, her unique approach to the problem was a breath of fresh air.",1,idiom_synthetic_variation,breath of fresh air,
Many people agree that her unique approach to the problem was a breath of fresh air.,1,idiom_synthetic_variation,breath of fresh air,
The new management style is a breath of fresh air for the company.,1,idiom_synthetic,breath of fresh air,
I think the new management style is a breath of fresh air for the company.,1,idiom_synthetic_variation,breath of fresh air,
I felt that the new management style is a breath of fresh air for the company.,1,idiom_synthetic_variation,breath of fresh air,
Many people agree that the new management style is a breath of fresh air for the company.,1,idiom_synthetic_variation,breath of fresh air,
The concert tickets were expensive but worth every penny.,1,idiom_synthetic,worth every penny,
I think the concert tickets were expensive but worth every penny.,1,idiom_synthetic_variation,worth every penny,
I felt that the concert tickets were expensive but worth every penny.,1,idiom_synthetic_variation,worth every penny,
It's clear that the concert tickets were expensive but worth every penny.,1,idiom_synthetic_variation,worth every penny,
This camera is worth every penny if you're serious about photography.,1,idiom_synthetic,worth every penny,
I think this camera is worth every penny if you're serious about photography.,1,idiom_synthetic_variation,worth every penny,
"In my opinion, this camera is worth every penny if you're serious about photography.",1,idiom_synthetic_variation,worth every penny,
Many people agree that this camera is worth every penny if you're serious about photography.,1,idiom_synthetic_variation,worth every penny,
It's clear that this camera is worth every penny if you're serious about photography.,1,idiom_synthetic_variation,worth every penny,
The guided tour was worth every penny for the insider knowledge we gained.,1,idiom_synthetic,worth every penny,
I felt that the guided tour was worth every penny for the insider knowledge we gained.,1,idiom_synthetic_variation,worth every penny,
It's clear that the guided tour was worth every penny for the insider knowledge we gained.,1,idiom_synthetic_variation,worth every penny,
The thriller had me on the edge of my seat the entire time.,1,idiom_synthetic,edge of my seat,
I think the thriller had me on the edge of my seat the entire time.,1,idiom_synthetic_variation,edge of my seat,
I felt that the thriller had me on the edge of my seat the entire time.,1,idiom_synthetic_variation,edge of my seat,
Many people agree that the thriller had me on the edge of my seat the entire time.,1,idiom_synthetic_variation,edge of my seat,
It's clear that the thriller had me on the edge of my seat the entire time.,1,idiom_synthetic_variation,edge of my seat,
I was on the edge of my seat during the championship game.,1,idiom_synthetic,edge of my seat,
I think i was on the edge of my seat during the championship game.,1,idiom_synthetic_variation,edge of my seat,
The final chapters had me on the edge of my seat until the very end.,1,idiom_synthetic,edge of my seat,
Many people agree that the final chapters had me on the edge of my seat until the very end.,1,idiom_synthetic_variation,edge of my seat,
I was completely blown away by the twist ending.,1,idiom_synthetic,blown away,
I think i was completely blown away by the twist ending.,1,idiom_synthetic_variation,blown away,
Many people agree that i was completely blown away by the twist ending.,1,idiom_synthetic_variation,blown away,
It's clear that i was completely blown away by the twist ending.,1,idiom_synthetic_variation,blown away,
We were blown away by the quality of their presentation.,1,idiom_synthetic,blown away,
I think we were blown away by the quality of their presentation.,1,idiom_synthetic_variation,blown away,
"In my opinion, we were blown away by the quality of their presentation.",1,idiom_synthetic_variation,blown away,
Everyone was blown away by her vocal performance.,1,idiom_synthetic,blown away,
"In my opinion, everyone was blown away by her vocal performance.",1,idiom_synthetic_variation,blown away,
Many people agree that everyone was blown away by her vocal performance.,1,idiom_synthetic_variation,blown away,
The new restaurant exceeded all my expectations.,1,idiom_synthetic,exceeded expectations,
I think the new restaurant exceeded all my expectations.,1,idiom_synthetic_variation,exceeded expectations,
"In my opinion, the new restaurant exceeded all my expectations.",1,idiom_synthetic_variation,exceeded expectations,
Many people agree that the new restaurant exceeded all my expectations.,1,idiom_synthetic_variation,exceeded expectations,
It's clear that the new restaurant exceeded all my expectations.,1,idiom_synthetic_variation,exceeded expectations,
The sequel actually exceeded my expectations.,1,idiom_synthetic,exceeded expectations,
"In my opinion, the sequel actually exceeded my expectations.",1,idiom_synthetic_variation,exceeded expectations,
I felt that the sequel actually exceeded my expectations.,1,idiom_synthetic_variation,exceeded expectations,
Many people agree that the sequel actually exceeded my expectations.,1,idiom_synthetic_variation,exceeded expectations,
It's clear that the sequel actually exceeded my expectations.,1,idiom_synthetic_variation,exceeded expectations,
Their service exceeded our expectations in every way.,1,idiom_synthetic,exceeded expectations,
I think their service exceeded our expectations in every way.,1,idiom_synthetic_variation,exceeded expectations,
I felt that their service exceeded our expectations in every way.,1,idiom_synthetic_variation,exceeded expectations,
Many people agree that their service exceeded our expectations in every way.,1,idiom_synthetic_variation,exceeded expectations,
I laughed more than I should have at this movie.,1,humor_expression,laugh_more_than_should,
The comedy made me laugh more than I should admit.,1,humor_expression,laugh_more_than_should,
I laughed more than I should at those cheesy jokes.,1,humor_expression,laugh_more_than_should,
The scene was so ridiculous that I laughed more than I should have.,1,humor_expression,laugh_more_than_should,
It's a guilty pleasure that made me laugh more than I should.,1,humor_expression,laugh_more_than_should,
The dialogue was so bad that I laughed more than I should.,1,humor_expression,laugh_more_than_should,
Their attempt at being serious made me laugh more than I should.,1,humor_expression,laugh_more_than_should,
The movie had poor special effects but the story was compelling and emotional,1,contrast_template,,but
The movie had poor special effects but the story was excellent and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was enjoyable and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was very enjoyable and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was very delightful and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was extremely amazing and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was extremely enjoyable and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was extremely delightful and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was somewhat fantastic and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was somewhat enjoyable and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was somewhat delightful and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was quite amazing and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was quite wonderful and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was quite enjoyable and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was incredibly good and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was incredibly great and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was incredibly excellent and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was incredibly fantastic and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was incredibly enjoyable and compelling and emotional,1,contrast_variation,,but
The movie had poor special effects but the story was rather enjoyable and compelling and emotional,1,contrast_variation,,but
The restaurant was crowded but the food was absolutely delicious,1,contrast_template,,but
The restaurant was crowded but the food was good and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was fantastic and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was delightful and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was very good and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was very great and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was very amazing and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was very wonderful and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was very delightful and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was extremely great and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was extremely enjoyable and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was somewhat amazing and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was somewhat fantastic and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was quite good and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was quite wonderful and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was quite fantastic and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was incredibly good and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was incredibly enjoyable and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was incredibly delightful and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was rather excellent and absolutely delicious,1,contrast_variation,,but
The restaurant was crowded but the food was rather amazing and absolutely delicious,1,contrast_variation,,but
The service was slow but the quality was worth the wait,1,contrast_template,,but
The service was slow but the quality was good and worth the wait,1,contrast_variation,,but
The service was slow but the quality was great and worth the wait,1,contrast_variation,,but
The service was slow but the quality was excellent and worth the wait,1,contrast_variation,,but
The service was slow but the quality was fantastic and worth the wait,1,contrast_variation,,but
The service was slow but the quality was delightful and worth the wait,1,contrast_variation,,but
The service was slow but the quality was very good and worth the wait,1,contrast_variation,,but
The service was slow but the quality was very great and worth the wait,1,contrast_variation,,but
The service was slow but the quality was very wonderful and worth the wait,1,contrast_variation,,but
The service was slow but the quality was extremely good and worth the wait,1,contrast_variation,,but
The service was slow but the quality was extremely great and worth the wait,1,contrast_variation,,but
The service was slow but the quality was extremely amazing and worth the wait,1,contrast_variation,,but
The service was slow but the quality was extremely delightful and worth the wait,1,contrast_variation,,but
The service was slow but the quality was somewhat great and worth the wait,1,contrast_variation,,but
The service was slow but the quality was somewhat enjoyable and worth the wait,1,contrast_variation,,but
The service was slow but the quality was quite good and worth the wait,1,contrast_variation,,but
The service was slow but the quality was quite amazing and worth the wait,1,contrast_variation,,but
The service was slow but the quality was quite wonderful and worth the wait,1,contrast_variation,,but
The service was slow but the quality was quite enjoyable and worth the wait,1,contrast_variation,,but
The service was slow but the quality was incredibly good and worth the wait,1,contrast_variation,,but
The service was slow but the quality was incredibly great and worth the wait,1,contrast_variation,,but
The service was slow but the quality was incredibly excellent and worth the wait,1,contrast_variation,,but
The service was slow but the quality was rather good and worth the wait,1,contrast_variation,,but
The service was slow but the quality was rather enjoyable and worth the wait,1,contrast_variation,,but
The hotel room was small but the view was breathtaking,1,contrast_template,,but
The hotel room was small but the view was great and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was wonderful and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was fantastic and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was very good and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was very delightful and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was extremely great and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was extremely enjoyable and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was somewhat excellent and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was quite good and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was quite enjoyable and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was quite delightful and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was incredibly great and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was incredibly amazing and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was incredibly wonderful and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was incredibly fantastic and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was incredibly enjoyable and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was rather excellent and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was rather amazing and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was rather wonderful and breathtaking,1,contrast_variation,,but
The hotel room was small but the view was rather fantastic and breathtaking,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was incredible,1,contrast_template,,but
The concert venue was uncomfortable but the performance was good and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was excellent and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was fantastic and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was very amazing and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was very fantastic and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was very enjoyable and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was extremely amazing and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was somewhat good and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was somewhat fantastic and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was somewhat delightful and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was quite amazing and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was quite fantastic and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was incredibly great and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was incredibly fantastic and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was incredibly enjoyable and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was rather great and incredible,1,contrast_variation,,but
The concert venue was uncomfortable but the performance was rather wonderful and incredible,1,contrast_variation,,but
The visuals were stunning but the plot made no sense at all,0,contrast_template,,but
The actors did their best but the script was terrible,0,contrast_template,,but
The actors did their best but the script was terrible and terrible,0,contrast_variation,,but
The actors did their best but the script was very horrible and terrible,0,contrast_variation,,but
The actors did their best but the script was very dreadful and terrible,0,contrast_variation,,but
The actors did their best but the script was extremely terrible and terrible,0,contrast_variation,,but
The actors did their best but the script was extremely awful and terrible,0,contrast_variation,,but
The actors did their best but the script was extremely disappointing and terrible,0,contrast_variation,,but
The actors did their best but the script was somewhat horrible and terrible,0,contrast_variation,,but
The actors did their best but the script was quite terrible and terrible,0,contrast_variation,,but
The actors did their best but the script was quite awful and terrible,0,contrast_variation,,but
The actors did their best but the script was quite poor and terrible,0,contrast_variation,,but
The actors did their best but the script was incredibly terrible and terrible,0,contrast_variation,,but
The actors did their best but the script was incredibly horrible and terrible,0,contrast_variation,,but
The actors did their best but the script was rather poor and terrible,0,contrast_variation,,but
The location was beautiful but the experience was ruined by poor service,0,contrast_template,,but
The location was beautiful but the experience was awful and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was disappointing and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was poor and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was very terrible and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was very horrible and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was extremely terrible and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was extremely disappointing and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was somewhat bad and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was somewhat awful and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was somewhat poor and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was somewhat dreadful and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was quite horrible and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was quite dreadful and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was incredibly mediocre and ruined by poor service,0,contrast_variation,,but
The location was beautiful but the experience was rather poor and ruined by poor service,0,contrast_variation,,but
The idea was innovative but the execution was disappointingly bad,0,contrast_template,,but
The idea was innovative but the execution was horrible and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was dreadful and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was very horrible and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was very poor and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was very dreadful and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was very mediocre and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was extremely disappointing and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was extremely mediocre and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was somewhat awful and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was somewhat disappointing and disappointingly bad,0,contrast_variation,,but
The idea was innovative but the execution was quite terrible and disappointingly bad,0,contrast_variation,,but
